単位[万kWh]
DATE,TIME,東京エリア需要,供給力
,,,原子力,火力,水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,連系線,合計
2023/6/8,23:00,2615,0,2138,154,0,29,0,0,8,0,2,284,2615
2023/6/9,0:00,2416,0,2003,157,0,29,0,0,9,0,-72,290,2416
2023/6/9,1:00,2286,0,1914,156,0,29,0,0,8,0,-88,267,2286
2023/6/9,2:00,2264,0,1922,160,0,29,0,0,10,0,-88,231,2264
2023/6/9,3:00,2298,0,1982,156,0,29,0,0,11,0,-92,212,2298
2023/6/9,4:00,2327,0,2010,150,0,29,1,0,11,0,-159,285,2327
2023/6/9,5:00,2373,0,2002,148,0,29,9,0,12,0,-144,317,2373
2023/6/9,6:00,2510,0,2074,153,0,29,22,0,14,0,-72,290,2510
2023/6/9,7:00,2748,0,2211,150,0,29,43,0,15,0,4,296,2748
2023/6/9,8:00,3049,0,2262,159,0,31,112,0,13,0,80,392,3049
2023/6/9,9:00,3293,0,2396,158,0,30,213,0,12,0,132,352,3293
2023/6/9,10:00,3346,0,2377,159,0,30,235,0,11,0,135,399,3346
2023/6/9,11:00,3344,0,2349,167,0,30,266,0,9,0,99,424,3344
2023/6/9,12:00,3200,0,2229,150,0,30,325,0,9,0,12,445,3200
2023/6/9,13:00,3319,0,2332,149,0,30,317,0,8,0,53,430,3319
2023/6/9,14:00,3295,0,2321,155,0,30,358,0,7,0,36,388,3295
2023/6/9,15:00,3335,0,2399,149,0,30,340,0,7,0,66,344,3335
2023/6/9,16:00,3365,0,2483,174,0,31,177,0,6,0,180,314,3365
2023/6/9,17:00,3257,0,2492,181,0,31,49,0,6,0,201,297,3257
2023/6/9,18:00,3228,0,2492,184,0,31,6,0,6,0,219,290,3228
2023/6/9,19:00,3162,0,2450,184,0,31,0,0,6,0,172,319,3162
2023/6/9,20:00,3018,0,2385,168,0,31,0,0,5,0,84,345,3018
2023/6/9,21:00,2857,0,2282,165,0,31,0,0,5,0,15,359,2857
2023/6/9,22:00,2724,0,2192,161,0,29,0,0,5,0,42,295,2724
2023/6/9,23:00,2584,0,2087,162,0,29,0,0,4,0,32,270,2584
2023/6/10,0:00,2396,0,1883,165,0,29,0,0,4,0,18,297,2396
2023/6/10,1:00,2270,0,1871,168,0,29,0,0,3,0,-74,273,2270
2023/6/10,2:00,2237,0,1896,167,0,29,0,0,3,0,-115,257,2237
2023/6/10,3:00,2264,0,1896,166,0,29,0,0,3,0,-96,266,2264
2023/6/10,4:00,2262,0,1879,162,0,29,1,0,3,0,-67,255,2262
2023/6/10,5:00,2218,0,1793,157,0,29,42,0,2,0,-67,262,2218
2023/6/10,6:00,2196,0,1666,160,0,29,167,0,2,0,-141,313,2196
2023/6/10,7:00,2316,0,1596,161,0,29,367,0,1,0,-203,365,2316
2023/6/10,8:00,2535,0,1623,173,0,31,532,0,1,0,-203,378,2535
2023/6/10,9:00,2770,0,1555,172,0,31,829,0,1,0,-232,414,2770
2023/6/10,10:00,2929,0,1618,169,0,31,920,0,1,0,-216,406,2929
2023/6/10,11:00,2988,0,1690,165,0,31,773,0,1,0,-78,406,2988
2023/6/10,12:00,2891,0,1753,162,0,31,536,0,1,0,0,408,2891
2023/6/10,13:00,2789,0,1779,166,0,31,454,0,2,0,10,347,2789
2023/6/10,14:00,2825,0,1799,165,0,31,461,0,2,0,28,339,2825
2023/6/10,15:00,2803,0,1928,173,0,31,352,0,2,0,40,277,2803
2023/6/10,16:00,2842,0,2091,184,0,31,226,0,2,0,83,225,2842
2023/6/10,17:00,2865,0,2189,193,0,31,86,0,2,0,128,236,2865
2023/6/10,18:00,2924,0,2277,197,0,31,9,0,2,0,177,231,2924
2023/6/10,19:00,2921,0,2298,198,0,31,0,0,2,0,160,232,2921
2023/6/10,20:00,2810,0,2270,177,0,31,0,0,3,0,82,247,2810
2023/6/10,21:00,2666,0,2179,177,0,31,0,0,3,0,19,257,2666
2023/6/10,22:00,2556,0,2115,172,0,29,0,0,2,0,0,238,2556
2023/6/10,23:00,2443,0,2023,172,0,29,0,0,2,0,-8,225,2443
2023/6/11,0:00,2272,0,1850,180,0,29,0,0,2,0,-57,268,2272
2023/6/11,1:00,2162,0,1771,180,0,29,0,0,2,0,-85,265,2162
2023/6/11,2:00,2139,0,1780,175,0,29,0,0,1,0,-78,232,2139
2023/6/11,3:00,2161,0,1796,177,0,29,0,0,2,0,-56,213,2161
2023/6/11,4:00,2170,0,1808,169,0,29,1,0,1,0,-65,227,2170
2023/6/11,5:00,2158,0,1772,166,0,29,20,0,1,0,-101,271,2158
2023/6/11,6:00,2156,0,1729,165,0,29,53,0,1,0,-80,259,2156
2023/6/11,7:00,2245,0,1800,167,0,29,72,0,1,0,-85,261,2245
2023/6/11,8:00,2403,0,1841,176,0,29,116,0,1,0,-28,268,2403
2023/6/11,9:00,2548,0,1912,174,0,29,189,0,1,0,0,243,2548
2023/6/11,10:00,2616,0,1916,174,0,29,245,0,1,0,0,251,2616
2023/6/11,11:00,2668,0,1838,176,0,29,316,0,1,0,0,308,2668
2023/6/11,12:00,2708,0,1887,171,0,29,320,0,2,0,0,299,2708
2023/6/11,13:00,2715,0,1980,173,0,29,260,0,2,0,0,271,2715
2023/6/11,14:00,2723,0,2037,169,0,29,203,0,2,0,0,283,2723
2023/6/11,15:00,2709,0,2052,171,0,29,133,0,3,0,19,302,2709
2023/6/11,16:00,2764,0,2091,188,0,29,73,0,3,0,83,297,2764
2023/6/11,17:00,2840,0,2177,195,0,29,24,0,2,0,127,286,2840
2023/6/11,18:00,2902,0,2242,204,0,29,3,0,2,0,145,277,2902
2023/6/11,19:00,2892,0,2231,204,0,29,0,0,2,0,162,264,2892
2023/6/11,20:00,2789,0,2183,192,0,29,0,0,2,0,59,324,2789
2023/6/11,21:00,2649,0,2112,176,0,29,0,0,2,0,17,313,2649
2023/6/11,22:00,2510,0,1985,166,0,29,0,0,2,0,0,328,2510
2023/6/11,23:00,2397,0,1902,167,0,29,0,0,2,0,-33,330,2397
2023/6/12,0:00,2231,0,1758,174,0,29,0,0,1,0,-84,353,2231
2023/6/12,1:00,2126,0,1710,176,0,29,0,0,1,0,-155,365,2126
2023/6/12,2:00,2107,0,1706,175,0,29,0,0,1,0,-162,358,2107
2023/6/12,3:00,2151,0,1704,173,0,29,0,0,1,0,-117,361,2151
2023/6/12,4:00,2190,0,1735,164,0,29,1,0,1,0,-82,342,2190
2023/6/12,5:00,2232,0,1732,161,0,29,22,0,1,0,-50,337,2232
2023/6/12,6:00,2386,0,1799,161,0,29,54,0,1,0,-27,369,2386
2023/6/12,7:00,2665,0,1915,163,0,29,107,0,1,0,0,450,2665
2023/6/12,8:00,3021,0,2176,172,0,30,157,0,1,0,63,422,3021
2023/6/12,9:00,3297,0,2308,169,0,30,221,0,1,0,118,450,3297
2023/6/12,10:00,3350,0,2327,169,0,29,266,0,1,0,98,460,3350
2023/6/12,11:00,3366,0,2338,173,0,29,287,0,1,0,75,463,3366
2023/6/12,12:00,3262,0,2294,165,0,29,257,0,1,0,36,480,3262
2023/6/12,13:00,3342,0,2373,167,0,29,191,0,1,0,98,483,3342
2023/6/12,14:00,3402,0,2408,164,0,29,192,0,1,0,163,445,3402
2023/6/12,15:00,3374,0,2430,161,0,29,117,0,1,0,197,439,3374
2023/6/12,16:00,3374,0,2421,173,0,29,59,0,2,0,243,447,3374
2023/6/12,17:00,3324,0,2406,180,0,30,23,0,2,0,247,436,3324
2023/6/12,18:00,3293,0,2420,188,0,30,4,0,2,0,227,422,3293
2023/6/12,19:00,3210,0,2399,184,0,30,0,0,1,0,162,434,3210
2023/6/12,20:00,3063,0,2347,173,0,30,0,0,1,0,75,437,3063
2023/6/12,21:00,2900,0,2211,167,0,30,0,0,2,0,18,472,2900
2023/6/12,22:00,2774,0,2132,155,0,29,0,0,2,0,11,445,2774
2023/6/12,23:00,2634,0,2082,156,0,29,0,0,2,0,1,364,2634
2023/6/13,0:00,2440,0,1979,164,0,29,0,0,2,0,-40,306,2440
2023/6/13,1:00,2306,0,1933,168,0,29,0,0,3,0,-113,286,2306
2023/6/13,2:00,2277,0,1920,167,0,29,0,0,3,0,-130,288,2277
2023/6/13,3:00,2310,0,1952,167,0,29,0,0,4,0,-121,279,2310
2023/6/13,4:00,2330,0,1985,159,0,29,1,0,4,0,-136,288,2330
2023/6/13,5:00,2358,0,1977,156,0,29,50,0,4,0,-173,315,2358
2023/6/13,6:00,2497,0,2022,156,0,29,156,0,4,0,-145,275,2497
2023/6/13,7:00,2732,0,2021,159,0,27,332,0,4,0,-95,284,2732
2023/6/13,8:00,3097,0,1965,168,0,25,618,0,4,0,-18,335,3097
2023/6/13,9:00,3457,0,1879,163,0,25,951,0,4,0,0,435,3457
2023/6/13,10:00,3690,0,1965,163,0,25,1155,0,3,0,-19,398,3690
2023/6/13,11:00,3806,0,2109,162,0,25,1200,0,2,0,-149,457,3806
2023/6/13,12:00,3719,0,2098,157,0,25,1196,0,2,0,-281,522,3719
2023/6/13,13:00,3898,0,2204,158,0,25,1130,0,2,0,-71,450,3898
2023/6/13,14:00,3931,0,2360,157,0,25,932,0,2,0,66,389,3931
2023/6/13,15:00,3837,0,2455,157,0,25,654,0,2,0,164,380,3837
2023/6/13,16:00,3773,0,2496,177,0,25,362,0,2,0,317,394,3773
2023/6/13,17:00,3576,0,2517,187,0,25,127,0,2,0,327,391,3576
2023/6/13,18:00,3476,0,2492,182,0,25,17,0,2,0,372,386,3476
2023/6/13,19:00,3389,0,2472,180,0,25,0,0,2,0,309,401,3389
2023/6/13,20:00,3232,0,2445,175,0,25,0,0,2,0,164,421,3232
2023/6/13,21:00,3050,0,2379,174,0,25,0,0,2,0,96,374,3050
2023/6/13,22:00,2906,0,2287,170,0,24,0,0,2,0,41,382,2906
2023/6/13,23:00,2752,0,2211,169,0,24,0,0,2,0,-20,366,2752
2023/6/14,0:00,2535,0,2147,174,0,24,0,0,2,0,-211,399,2535
2023/6/14,1:00,2397,0,2167,181,0,24,0,0,2,0,-339,362,2397
2023/6/14,2:00,2359,0,2175,180,0,24,0,0,1,0,-360,339,2359
2023/6/14,3:00,2378,0,2177,170,0,24,0,0,1,0,-327,333,2378
2023/6/14,4:00,2396,0,2181,169,0,24,1,0,1,0,-298,318,2396
2023/6/14,5:00,2410,0,2166,165,0,24,12,0,1,0,-292,334,2410
2023/6/14,6:00,2546,0,2257,165,0,24,58,0,1,0,-164,205,2546
2023/6/14,7:00,2825,0,2284,170,0,24,130,0,1,0,31,185,2825
2023/6/14,8:00,3236,0,2400,180,0,26,252,0,1,0,100,277,3236
2023/6/14,9:00,3584,0,2447,179,0,26,390,0,1,0,186,355,3584
2023/6/14,10:00,3641,0,2454,181,0,26,367,0,1,0,169,443,3641
2023/6/14,11:00,3640,0,2446,179,0,26,369,0,2,0,154,464,3640
2023/6/14,12:00,3502,0,2448,178,0,26,327,0,2,0,151,370,3502
2023/6/14,13:00,3595,0,2466,175,0,26,313,0,3,0,246,366,3595
2023/6/14,14:00,3587,0,2495,176,0,26,231,0,3,0,263,393,3587
2023/6/14,15:00,3488,0,2524,183,0,26,136,0,4,0,286,329,3488
2023/6/14,16:00,3444,0,2569,205,0,26,96,0,3,0,213,332,3444
2023/6/14,17:00,3413,0,2557,206,0,26,74,0,3,0,194,353,3413
2023/6/14,18:00,3372,0,2566,198,0,27,12,0,3,0,195,371,3372
2023/6/14,19:00,3304,0,2556,180,0,26,0,0,3,0,176,363,3304
2023/6/14,20:00,3154,0,2521,180,0,27,0,0,3,0,66,357,3154
2023/6/14,21:00,2981,0,2399,179,0,27,0,0,3,0,3,370,2981
2023/6/14,22:00,2853,0,2319,175,0,25,0,0,4,0,-39,369,2853
2023/6/14,23:00,2699,0,2311,173,0,25,0,0,4,0,-171,357,2699
2023/6/15,0:00,2505,0,2274,179,0,22,0,0,5,0,-345,370,2505
2023/6/15,1:00,2374,0,2259,184,0,22,0,0,5,0,-448,352,2374
2023/6/15,2:00,2334,0,2226,185,0,22,0,0,5,0,-448,344,2334
2023/6/15,3:00,2361,0,2275,178,0,22,0,0,5,0,-418,299,2361
2023/6/15,4:00,2383,0,2289,173,0,22,1,0,5,0,-417,310,2383
2023/6/15,5:00,2399,0,2213,171,0,22,20,0,5,0,-362,330,2399
2023/6/15,6:00,2490,0,2183,171,0,22,70,0,4,0,-267,307,2490
2023/6/15,7:00,2750,0,2244,172,0,22,146,0,4,0,-156,318,2750
2023/6/15,8:00,3130,0,2333,187,0,23,229,0,3,0,111,244,3130
2023/6/15,9:00,3406,0,2419,188,0,23,302,0,3,0,157,314,3406
2023/6/15,10:00,3475,0,2453,191,0,23,462,0,2,0,139,205,3475
2023/6/15,11:00,3592,0,2511,188,0,23,416,0,2,0,178,274,3592
2023/6/15,12:00,3408,0,2475,186,0,23,233,0,2,0,94,395,3408
2023/6/15,13:00,3519,0,2533,182,0,23,174,0,2,0,210,395,3519
2023/6/15,14:00,3507,0,2548,182,0,24,138,0,1,0,228,386,3507
2023/6/15,15:00,3472,0,2552,180,0,24,121,0,1,0,199,395,3472
2023/6/15,16:00,3469,0,2562,192,0,24,67,0,1,0,216,407,3469
2023/6/15,17:00,3390,0,2558,197,0,25,25,0,1,0,213,371,3390
2023/6/15,18:00,3358,0,2585,197,0,25,4,0,1,0,215,331,3358
2023/6/15,19:00,3261,0,2573,197,0,25,0,0,2,0,117,347,3261
2023/6/15,20:00,3109,0,2494,186,0,25,0,0,2,0,42,360,3109
2023/6/15,21:00,2942,0,2359,183,0,25,0,0,2,0,0,373,2942
2023/6/15,22:00,2809,0,2240,175,0,23,0,0,2,0,0,369,2809
2023/6/15,23:00,2662,0,2143,174,0,23,0,0,2,0,0,320,2662
2023/6/16,0:00,2463,0,2054,175,0,23,0,0,3,0,-59,267,2463
2023/6/16,1:00,2333,0,2010,180,0,23,0,0,2,0,-150,268,2333
2023/6/16,2:00,2305,0,2043,180,0,23,0,0,2,0,-188,245,2305
2023/6/16,3:00,2325,0,2048,175,0,23,0,0,3,0,-188,264,2325
2023/6/16,4:00,2337,0,2047,181,0,23,1,0,4,0,-188,269,2337
2023/6/16,5:00,2347,0,2005,183,0,23,67,0,4,0,-188,253,2347
2023/6/16,6:00,2481,0,1912,178,0,23,269,0,4,0,-119,214,2481
2023/6/16,7:00,2784,0,1791,196,0,23,591,0,4,0,-41,220,2784
2023/6/16,8:00,3216,0,1813,199,0,24,905,0,5,0,-29,299,3216
2023/6/16,9:00,3628,0,1892,195,0,24,1166,0,5,0,0,346,3628
2023/6/16,10:00,3772,0,1961,192,0,24,1239,0,6,0,5,345,3772
2023/6/16,11:00,3839,0,2032,191,0,24,1255,0,7,0,5,325,3839
2023/6/16,12:00,3712,0,1937,187,0,24,1207,0,7,0,5,345,3712
2023/6/16,13:00,3846,0,2091,188,0,24,1142,0,8,0,15,378,3846
2023/6/16,14:00,3846,0,2184,187,0,24,953,0,8,0,29,461,3846
2023/6/16,15:00,3767,0,2352,181,0,24,704,0,9,0,32,465,3767
2023/6/16,16:00,3683,0,2499,188,0,24,453,0,9,0,94,416,3683
2023/6/16,17:00,3509,0,2577,196,0,25,193,0,9,0,142,367,3509
2023/6/16,18:00,3373,0,2577,198,0,25,30,0,9,0,156,378,3373
2023/6/16,19:00,3293,0,2569,201,0,25,0,0,9,0,168,321,3293
2023/6/16,20:00,3122,0,2473,190,0,25,0,0,10,0,49,375,3122
2023/6/16,21:00,2931,0,2332,187,0,25,0,0,10,0,7,370,2931
2023/6/16,22:00,2794,0,2220,184,0,23,0,0,9,0,6,352,2794
2023/6/16,23:00,2634,0,2081,182,0,23,0,0,9,0,6,333,2634
2023/6/17,0:00,2433,0,1883,179,0,22,0,0,10,0,4,335,2433
2023/6/17,1:00,2289,0,1803,186,0,22,0,0,9,0,4,265,2289
2023/6/17,2:00,2240,0,1794,188,0,22,0,0,9,0,4,223,2240
2023/6/17,3:00,2258,0,1817,184,0,22,0,0,8,0,4,223,2258
2023/6/17,4:00,2242,0,1794,180,0,22,1,0,8,0,4,233,2242
2023/6/17,5:00,2219,0,1682,183,0,22,97,0,7,0,-6,234,2219
2023/6/17,6:00,2235,0,1402,184,0,22,352,0,6,0,-132,401,2235
2023/6/17,7:00,2388,0,1296,183,0,22,704,0,5,0,-313,491,2388
2023/6/17,8:00,2670,0,1299,191,0,24,1023,0,5,0,-358,486,2670
2023/6/17,9:00,2953,0,1319,179,0,23,1269,0,4,0,-322,481,2953
2023/6/17,10:00,3124,0,1303,177,0,23,1420,0,4,0,-278,475,3124
2023/6/17,11:00,3225,0,1337,166,0,23,1465,0,4,0,-242,472,3225
2023/6/17,12:00,3233,0,1375,157,0,23,1423,0,5,0,-217,467,3233
2023/6/17,13:00,3263,0,1530,162,0,23,1320,0,5,0,-237,460,3263
2023/6/17,14:00,3245,0,1651,165,0,24,1123,0,6,0,-202,478,3245
2023/6/17,15:00,3249,0,1774,172,0,24,851,0,7,0,-46,467,3249
2023/6/17,16:00,3253,0,2019,190,0,24,512,0,8,0,46,454,3253
2023/6/17,17:00,3210,0,2170,197,0,24,199,0,9,0,198,413,3210
2023/6/17,18:00,3152,0,2240,201,0,24,30,0,10,0,327,320,3152
2023/6/17,19:00,3133,0,2250,191,0,24,0,0,11,0,376,281,3133
2023/6/17,20:00,3009,0,2182,185,0,24,0,0,12,0,267,339,3009
2023/6/17,21:00,2839,0,2082,182,0,24,0,0,10,0,190,351,2839
2023/6/17,22:00,2705,0,1999,176,0,22,0,0,11,0,185,312,2705
2023/6/17,23:00,2566,0,1936,167,0,22,0,0,12,0,139,290,2566
2023/6/18,0:00,2367,0,1783,174,0,22,0,0,13,0,52,323,2367
2023/6/18,1:00,2237,0,1708,178,0,22,0,0,13,0,0,316,2237
2023/6/18,2:00,2195,0,1675,180,0,22,0,0,13,0,0,305,2195
2023/6/18,3:00,2207,0,1697,185,0,22,0,0,13,0,0,290,2207
2023/6/18,4:00,2196,0,1706,178,0,22,1,0,12,0,0,277,2196
2023/6/18,5:00,2165,0,1611,177,0,22,95,0,10,0,-29,279,2165
2023/6/18,6:00,2191,0,1469,177,0,22,333,0,10,0,-197,377,2191
2023/6/18,7:00,2349,0,1389,175,0,22,646,0,8,0,-315,424,2349
2023/6/18,8:00,2605,0,1373,184,0,22,920,0,7,0,-344,443,2605
2023/6/18,9:00,2931,0,1470,184,0,22,1146,0,8,0,-276,377,2931
2023/6/18,10:00,3065,0,1487,186,0,22,1113,0,8,0,-201,450,3065
2023/6/18,11:00,3115,0,1528,178,0,22,1033,0,7,0,-105,452,3115
2023/6/18,12:00,3137,0,1683,167,0,22,953,0,7,0,-122,427,3137
2023/6/18,13:00,3160,0,1780,170,0,22,899,0,7,0,-148,430,3160
2023/6/18,14:00,3190,0,1869,168,0,22,856,0,8,0,-145,412,3190
2023/6/18,15:00,3224,0,1896,178,0,22,686,0,8,0,-33,467,3224
2023/6/18,16:00,3213,0,2113,191,0,22,410,0,9,0,78,390,3213
2023/6/18,17:00,3206,0,2259,196,0,22,161,0,9,0,234,325,3206
2023/6/18,18:00,3220,0,2340,197,0,22,25,0,8,0,287,341,3220
2023/6/18,19:00,3236,0,2382,189,0,22,0,0,6,0,303,334,3236
2023/6/18,20:00,3108,0,2369,182,0,22,0,0,5,0,204,326,3108
2023/6/18,21:00,2935,0,2298,179,0,22,0,0,5,0,90,341,2935
2023/6/18,22:00,2759,0,2218,171,0,22,0,0,5,0,30,313,2759
2023/6/18,23:00,2600,0,2099,166,0,22,0,0,4,0,8,301,2600
2023/6/19,0:00,2393,0,1948,171,0,22,0,0,3,0,-26,275,2393
2023/6/19,1:00,2246,0,1828,173,0,22,0,0,3,0,-61,281,2246
2023/6/19,2:00,2191,0,1824,175,0,22,0,0,3,0,-62,229,2191
2023/6/19,3:00,2221,0,1855,182,0,22,0,0,3,0,-61,220,2221
2023/6/19,4:00,2241,0,1878,173,0,22,1,0,5,0,-62,224,2241
2023/6/19,5:00,2283,0,1830,173,0,22,70,0,7,0,-96,277,2283
2023/6/19,6:00,2449,0,1863,173,0,22,231,0,9,0,-187,338,2449
2023/6/19,7:00,2781,0,1833,171,0,22,466,0,9,0,-149,429,2781
2023/6/19,8:00,3203,0,1841,177,0,23,701,0,9,0,-21,473,3203
2023/6/19,9:00,3535,0,1926,179,0,22,932,0,10,0,1,465,3535
2023/6/19,10:00,3692,0,1859,184,0,22,1134,0,11,0,2,480,3692
2023/6/19,11:00,3785,0,1898,177,0,22,1211,0,11,0,1,465,3785
2023/6/19,12:00,3710,0,1796,166,0,23,1235,0,11,0,0,479,3710
2023/6/19,13:00,3841,0,2023,185,0,22,1138,0,11,0,3,459,3841
2023/6/19,14:00,3810,0,2189,181,0,22,949,0,11,0,0,458,3810
2023/6/19,15:00,3723,0,2355,185,0,22,711,0,10,0,11,429,3723
2023/6/19,16:00,3633,0,2474,201,0,23,407,0,9,0,69,450,3633
2023/6/19,17:00,3508,0,2535,210,0,23,167,0,8,0,176,389,3508
2023/6/19,18:00,3364,0,2567,213,0,23,24,0,7,0,225,305,3364
2023/6/19,19:00,3271,0,2552,212,0,23,0,0,7,0,177,300,3271
2023/6/19,20:00,3095,0,2503,198,0,23,0,0,7,0,90,274,3095
2023/6/19,21:00,2913,0,2356,189,0,23,0,0,6,0,9,330,2913
2023/6/19,22:00,2793,0,2270,164,0,22,0,0,6,0,0,331,2793
2023/6/19,23:00,2638,0,2153,162,0,22,0,0,5,0,0,296,2638
2023/6/20,0:00,2436,0,1957,166,0,22,0,0,4,0,0,287,2436
2023/6/20,1:00,2319,0,1859,167,0,22,0,0,4,0,0,267,2319
2023/6/20,2:00,2288,0,1866,173,0,22,0,0,4,0,0,223,2288
2023/6/20,3:00,2308,0,1851,175,0,22,0,0,3,0,0,257,2308
2023/6/20,4:00,2339,0,1858,167,0,22,1,0,3,0,8,280,2339
2023/6/20,5:00,2346,0,1794,167,0,22,47,0,3,0,4,309,2346
2023/6/20,6:00,2444,0,1684,165,0,22,186,0,2,0,0,385,2444
2023/6/20,7:00,2665,0,1620,161,0,22,423,0,2,0,0,437,2665
2023/6/20,8:00,3062,0,1731,171,0,24,666,0,1,0,28,441,3062
2023/6/20,9:00,3415,0,1832,171,0,23,888,0,1,0,61,439,3415
2023/6/20,10:00,3540,0,1865,176,0,24,961,0,1,0,3,510,3540
2023/6/20,11:00,3537,0,1932,173,0,24,927,0,1,0,-32,512,3537
2023/6/20,12:00,3411,0,1853,164,0,24,1007,0,1,0,-150,512,3411
2023/6/20,13:00,3593,0,1996,177,0,24,1071,0,1,0,-155,479,3593
2023/6/20,14:00,3639,0,2076,179,0,24,1002,0,1,0,-123,480,3639
2023/6/20,15:00,3630,0,2173,180,0,24,796,0,1,0,-39,495,3630
2023/6/20,16:00,3586,0,2433,197,0,24,475,0,2,0,41,414,3586
2023/6/20,17:00,3434,0,2565,208,0,24,189,0,2,0,105,341,3434
2023/6/20,18:00,3354,0,2607,207,0,24,28,0,2,0,134,352,3354
2023/6/20,19:00,3275,0,2602,204,0,24,0,0,3,0,117,325,3275
2023/6/20,20:00,3112,0,2555,190,0,24,0,0,4,0,50,289,3112
2023/6/20,21:00,2926,0,2397,183,0,24,0,0,4,0,2,316,2926
2023/6/20,22:00,2793,0,2285,162,0,23,0,0,4,0,0,319,2793
2023/6/20,23:00,2644,0,2131,159,0,23,0,0,4,0,0,327,2644
2023/6/21,0:00,2441,0,1918,163,0,23,0,0,3,0,0,334,2441
2023/6/21,1:00,2313,0,1832,166,0,23,0,0,3,0,0,289,2313
2023/6/21,2:00,2274,0,1791,174,0,23,0,0,3,0,0,283,2274
2023/6/21,3:00,2291,0,1841,173,0,23,0,0,3,0,0,251,2291
2023/6/21,4:00,2309,0,1845,162,0,23,1,0,3,0,0,275,2309
2023/6/21,5:00,2318,0,1766,161,0,23,72,0,3,0,0,293,2318
2023/6/21,6:00,2436,0,1630,160,0,23,314,0,3,0,-45,351,2436
2023/6/21,7:00,2733,0,1654,157,0,23,631,0,2,0,-89,355,2733
2023/6/21,8:00,3171,0,1750,170,0,24,895,0,3,0,10,319,3171
2023/6/21,9:00,3502,0,1854,170,0,24,1126,0,3,0,30,295,3502
2023/6/21,10:00,3652,0,1875,172,0,24,1228,0,3,0,25,325,3652
2023/6/21,11:00,3647,0,1809,171,0,24,1179,0,3,0,23,438,3647
2023/6/21,12:00,3518,0,1786,163,0,24,1062,0,3,0,0,480,3518
2023/6/21,13:00,3602,0,2062,175,0,24,832,0,3,0,0,506,3602
2023/6/21,14:00,3497,0,2244,178,0,24,597,0,4,0,0,450,3497
2023/6/21,15:00,3411,0,2325,175,0,24,469,0,4,0,5,409,3411
2023/6/21,16:00,3421,0,2430,197,0,24,332,0,4,0,46,388,3421
2023/6/21,17:00,3323,0,2444,210,0,25,153,0,5,0,101,385,3323
2023/6/21,18:00,3272,0,2506,208,0,25,23,0,5,0,149,356,3272
2023/6/21,19:00,3230,0,2506,207,0,25,0,0,5,0,143,344,3230
2023/6/21,20:00,3080,0,2429,193,0,25,0,0,6,0,22,405,3080
2023/6/21,21:00,2901,0,2246,185,0,25,0,0,6,0,0,439,2901
2023/6/21,22:00,2764,0,2192,165,0,24,0,0,5,0,0,378,2764
2023/6/21,23:00,2621,0,2084,160,0,24,0,0,5,0,0,348,2621
2023/6/22,0:00,2434,0,1912,164,0,24,0,0,6,0,0,328,2434
2023/6/22,1:00,2306,0,1800,173,0,24,0,0,7,0,-1,303,2306
2023/6/22,2:00,2273,0,1773,173,0,24,0,0,6,0,-1,298,2273
2023/6/22,3:00,2300,0,1839,173,0,24,0,0,5,0,-1,260,2300
2023/6/22,4:00,2325,0,1835,165,0,24,1,0,3,0,-1,298,2325
2023/6/22,5:00,2346,0,1788,166,0,24,42,0,5,0,-1,322,2346
2023/6/22,6:00,2479,0,1829,164,0,24,119,0,6,0,-1,338,2479
2023/6/22,7:00,2728,0,2031,160,0,24,176,0,4,0,0,333,2728
2023/6/22,8:00,3117,0,2341,172,0,25,193,0,3,0,6,377,3117
2023/6/22,9:00,3372,0,2493,172,0,24,154,0,3,0,106,420,3372
2023/6/22,10:00,3412,0,2511,176,0,24,189,0,7,0,75,430,3412
2023/6/22,11:00,3415,0,2528,176,0,24,223,0,9,0,29,426,3415
2023/6/22,12:00,3234,0,2376,165,0,24,219,0,10,0,0,440,3234
2023/6/22,13:00,3321,0,2484,179,0,24,201,0,6,0,5,422,3321
2023/6/22,14:00,3325,0,2499,180,0,23,178,0,5,0,12,428,3325
2023/6/22,15:00,3280,0,2554,183,0,23,112,0,6,0,12,390,3280
2023/6/22,16:00,3279,0,2563,204,0,23,58,0,6,0,57,368,3279
2023/6/22,17:00,3239,0,2539,214,0,24,24,0,6,0,65,367,3239
2023/6/22,18:00,3206,0,2508,218,0,24,4,0,10,0,63,379,3206
2023/6/22,19:00,3110,0,2442,216,0,24,0,0,10,0,15,403,3110
2023/6/22,20:00,2968,0,2308,208,0,24,0,0,8,0,4,416,2968
2023/6/22,21:00,2790,0,2184,198,0,25,0,0,9,0,0,374,2790
2023/6/22,22:00,2653,0,2119,178,0,23,0,0,7,0,0,326,2653
2023/6/22,23:00,2518,0,2043,175,0,23,0,0,6,0,0,271,2518
2023/6/23,0:00,2336,0,1861,178,0,23,0,0,4,0,-1,271,2336
2023/6/23,1:00,2234,0,1754,186,0,23,0,0,4,0,-1,268,2234
2023/6/23,2:00,2220,0,1765,184,0,23,0,0,4,0,-1,245,2220
2023/6/23,3:00,2257,0,1808,183,0,23,0,0,3,0,-1,241,2257
2023/6/23,4:00,2292,0,1888,180,0,23,1,0,3,0,-1,198,2292
2023/6/23,5:00,2308,0,1887,181,0,23,19,0,2,0,-1,197,2308
