単位[万kWh]
DATE,TIME,東京エリア需要,供給力
,,,原子力,火力,水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,連系線,合計
2023/11/27,21:00,3179,0,2492,114,0,32,0,0,4,0,0,537,3179
2023/11/27,22:00,3020,0,2342,98,0,32,0,0,4,0,0,544,3020
2023/11/27,23:00,2817,0,2178,79,0,33,0,0,5,0,-41,563,2817
2023/11/28,0:00,2591,0,2001,82,0,32,0,0,5,0,-133,604,2591
2023/11/28,1:00,2481,0,1926,81,0,32,0,0,6,0,-170,606,2481
2023/11/28,2:00,2475,0,1922,71,0,32,0,0,6,0,-153,597,2475
2023/11/28,3:00,2508,0,1887,71,0,32,0,0,6,0,-81,593,2508
2023/11/28,4:00,2561,0,1885,76,0,32,0,0,7,0,-17,578,2561
2023/11/28,5:00,2673,0,2015,81,0,32,0,0,8,0,0,537,2673
2023/11/28,6:00,2930,0,2247,90,0,32,2,0,10,0,38,511,2930
2023/11/28,7:00,3135,0,2234,103,0,32,151,0,10,0,95,510,3135
2023/11/28,8:00,3360,0,2180,101,0,33,514,0,10,0,18,504,3360
2023/11/28,9:00,3472,0,1981,95,0,34,845,0,10,0,0,507,3472
2023/11/28,10:00,3418,0,1740,78,0,35,1063,0,13,0,-12,501,3418
2023/11/28,11:00,3386,0,1721,72,0,35,1150,0,15,0,-98,491,3386
2023/11/28,12:00,3246,0,1657,75,0,35,1076,0,15,0,-161,549,3246
2023/11/28,13:00,3332,0,1835,76,0,35,866,0,16,0,-110,614,3332
2023/11/28,14:00,3361,0,2035,75,0,37,538,0,18,0,0,658,3361
2023/11/28,15:00,3337,0,2393,101,0,37,182,0,19,0,10,595,3337
2023/11/28,16:00,3435,0,2554,130,0,37,11,0,23,0,56,624,3435
2023/11/28,17:00,3489,0,2646,134,0,33,0,0,23,0,89,564,3489
2023/11/28,18:00,3463,0,2566,129,0,33,0,0,22,0,89,624,3463
2023/11/28,19:00,3378,0,2538,120,0,33,0,0,22,0,61,604,3378
2023/11/28,20:00,3282,0,2477,114,0,33,0,0,20,0,12,626,3282
2023/11/28,21:00,3138,0,2354,105,0,33,0,0,19,0,0,627,3138
2023/11/28,22:00,2987,0,2241,98,0,33,0,0,18,0,0,597,2987
2023/11/28,23:00,2808,0,2044,95,0,33,0,0,16,0,2,618,2808
2023/11/29,0:00,2600,0,1797,84,0,33,0,0,13,0,0,673,2600
2023/11/29,1:00,2496,0,1725,84,0,33,0,0,13,0,0,641,2496
2023/11/29,2:00,2502,0,1742,78,0,33,0,0,12,0,0,637,2502
2023/11/29,3:00,2550,0,1821,73,0,33,0,0,11,0,0,612,2550
2023/11/29,4:00,2614,0,1905,72,0,33,0,0,11,0,0,593,2614
2023/11/29,5:00,2759,0,2055,83,0,33,0,0,10,0,0,578,2759
2023/11/29,6:00,3047,0,2395,88,0,33,2,0,10,0,43,476,3047
2023/11/29,7:00,3273,0,2429,99,0,33,171,0,9,0,52,480,3273
2023/11/29,8:00,3454,0,2331,98,0,34,544,0,9,0,0,438,3454
2023/11/29,9:00,3540,0,2031,92,0,35,888,0,9,0,0,485,3540
2023/11/29,10:00,3481,0,1786,77,0,36,1105,0,9,0,-126,594,3481
2023/11/29,11:00,3432,0,1811,71,0,36,1177,0,9,0,-186,514,3432
2023/11/29,12:00,3293,0,1719,72,0,37,1108,0,11,0,-227,573,3293
2023/11/29,13:00,3371,0,1910,71,0,36,911,0,10,0,-110,543,3371
2023/11/29,14:00,3377,0,2176,71,0,37,599,0,10,0,0,484,3377
2023/11/29,15:00,3383,0,2561,98,0,38,235,0,10,0,16,425,3383
2023/11/29,16:00,3486,0,2812,141,0,38,13,0,11,0,104,367,3486
2023/11/29,17:00,3555,0,2811,142,0,38,0,0,11,0,132,421,3555
2023/11/29,18:00,3526,0,2737,139,0,38,0,0,12,0,111,489,3526
2023/11/29,19:00,3447,0,2707,133,0,38,0,0,10,0,99,460,3447
2023/11/29,20:00,3349,0,2621,113,0,38,0,0,10,0,66,501,3349
2023/11/29,21:00,3201,0,2454,98,0,38,0,0,10,0,5,596,3201
2023/11/29,22:00,3039,0,2306,91,0,38,0,0,10,0,0,594,3039
2023/11/29,23:00,2853,0,2110,74,0,38,0,0,10,0,0,621,2853
2023/11/30,0:00,2639,0,1907,83,0,34,0,0,8,0,-7,614,2639
2023/11/30,1:00,2530,0,1875,80,0,34,0,0,7,0,-66,600,2530
2023/11/30,2:00,2526,0,1916,79,0,34,0,0,8,0,-58,547,2526
2023/11/30,3:00,2565,0,1956,70,0,34,0,0,8,0,16,481,2565
2023/11/30,4:00,2623,0,1988,69,0,34,0,0,9,0,32,491,2623
2023/11/30,5:00,2772,0,2128,71,0,34,0,0,10,0,25,504,2772
2023/11/30,6:00,3067,0,2380,85,0,34,1,0,10,0,94,463,3067
2023/11/30,7:00,3291,0,2438,99,0,34,149,0,11,0,135,425,3291
2023/11/30,8:00,3501,0,2383,99,0,34,498,0,10,0,65,412,3501
2023/11/30,9:00,3590,0,2180,92,0,34,853,0,9,0,25,397,3590
2023/11/30,10:00,3526,0,1865,78,0,34,1052,0,11,0,-133,619,3526
2023/11/30,11:00,3480,0,1867,74,0,34,1090,0,10,0,-228,633,3480
2023/11/30,12:00,3331,0,1895,75,0,34,988,0,11,0,-222,550,3331
2023/11/30,13:00,3390,0,2051,75,0,34,818,0,11,0,-99,500,3390
2023/11/30,14:00,3401,0,2195,79,0,34,547,0,11,0,-4,539,3401
2023/11/30,15:00,3445,0,2569,113,0,34,220,0,10,0,4,495,3445
2023/11/30,16:00,3592,0,2898,144,0,35,12,0,11,0,99,393,3592
2023/11/30,17:00,3689,0,2973,145,0,34,0,0,11,0,125,401,3689
2023/11/30,18:00,3684,0,2939,139,0,34,0,0,13,0,104,455,3684
2023/11/30,19:00,3597,0,2889,125,0,34,0,0,12,0,49,488,3597
2023/11/30,20:00,3509,0,2798,123,0,34,0,0,13,0,1,540,3509
2023/11/30,21:00,3342,0,2652,113,0,34,0,0,12,0,0,531,3342
2023/11/30,22:00,3172,0,2520,99,0,34,0,0,11,0,0,508,3172
2023/11/30,23:00,2968,0,2325,72,0,34,0,0,10,0,-6,533,2968
2023/12/1,0:00,2747,0,2157,80,0,37,0,0,13,0,-151,611,2747
2023/12/1,1:00,2639,0,2142,80,0,37,0,0,12,0,-222,590,2639
2023/12/1,2:00,2630,0,2163,70,0,37,0,0,11,0,-231,580,2630
2023/12/1,3:00,2651,0,2105,71,0,37,0,0,9,0,-141,570,2651
2023/12/1,4:00,2700,0,2093,72,0,37,0,0,8,0,-41,531,2700
2023/12/1,5:00,2846,0,2200,86,0,36,0,0,8,0,0,516,2846
2023/12/1,6:00,3171,0,2576,83,0,36,1,0,7,0,26,442,3171
2023/12/1,7:00,3400,0,2664,94,0,33,112,0,6,0,68,423,3400
2023/12/1,8:00,3639,0,2631,102,0,32,398,0,6,0,3,467,3639
2023/12/1,9:00,3760,0,2427,88,0,33,687,0,5,0,0,520,3760
2023/12/1,10:00,3728,0,2161,73,0,33,890,0,5,0,0,566,3728
2023/12/1,11:00,3696,0,2062,69,0,33,956,0,5,0,-2,573,3696
2023/12/1,12:00,3539,0,2069,69,0,33,867,0,5,0,-107,603,3539
2023/12/1,13:00,3614,0,2245,66,0,33,750,0,4,0,-19,535,3614
2023/12/1,14:00,3639,0,2499,77,0,33,502,0,4,0,0,524,3639
2023/12/1,15:00,3638,0,2745,117,0,33,199,0,3,0,18,523,3638
2023/12/1,16:00,3758,0,2977,145,0,34,10,0,4,0,154,434,3758
2023/12/1,17:00,3829,0,2982,149,0,34,0,0,4,0,195,465,3829
2023/12/1,18:00,3800,0,2920,144,0,36,0,0,4,0,164,532,3800
2023/12/1,19:00,3715,0,2918,133,0,36,0,0,4,0,132,492,3715
2023/12/1,20:00,3613,0,2863,122,0,36,0,0,4,0,80,508,3613
2023/12/1,21:00,3449,0,2772,104,0,36,0,0,4,0,32,501,3449
2023/12/1,22:00,3287,0,2611,98,0,37,0,0,4,0,6,531,3287
2023/12/1,23:00,3095,0,2411,69,0,37,0,0,3,0,0,575,3095
2023/12/2,0:00,2874,0,2238,68,0,37,0,0,3,0,0,528,2874
2023/12/2,1:00,2753,0,2111,65,0,37,0,0,3,0,0,537,2753
2023/12/2,2:00,2730,0,2080,65,0,37,0,0,3,0,0,545,2730
2023/12/2,3:00,2731,0,2067,66,0,37,0,0,3,0,23,535,2731
2023/12/2,4:00,2739,0,2100,79,0,37,0,0,3,0,18,502,2739
2023/12/2,5:00,2816,0,2224,82,0,37,0,0,3,0,0,470,2816
2023/12/2,6:00,3001,0,2371,85,0,37,1,0,3,0,15,489,3001
2023/12/2,7:00,3162,0,2367,80,0,36,156,0,3,0,17,503,3162
2023/12/2,8:00,3265,0,2050,81,0,36,518,0,2,0,0,578,3265
2023/12/2,9:00,3278,0,1793,77,0,36,853,0,2,0,-71,588,3278
2023/12/2,10:00,3202,0,1635,69,0,36,1071,0,2,0,-171,560,3202
2023/12/2,11:00,3142,0,1612,66,0,36,1139,0,2,0,-238,525,3142
2023/12/2,12:00,3079,0,1647,65,0,36,1059,0,3,0,-293,562,3079
2023/12/2,13:00,3042,0,1685,67,0,36,857,0,3,0,-199,593,3042
2023/12/2,14:00,3035,0,1906,71,0,36,564,0,3,0,-115,570,3035
2023/12/2,15:00,3065,0,2207,83,0,36,227,0,3,0,-3,512,3065
2023/12/2,16:00,3216,0,2491,103,0,36,12,0,3,0,62,509,3216
2023/12/2,17:00,3392,0,2526,108,0,37,0,0,3,0,212,506,3392
2023/12/2,18:00,3433,0,2453,105,0,37,0,0,3,0,282,553,3433
2023/12/2,19:00,3405,0,2389,93,0,37,0,0,4,0,322,560,3405
2023/12/2,20:00,3339,0,2456,79,0,37,0,0,4,0,199,564,3339
2023/12/2,21:00,3211,0,2436,79,0,37,0,0,4,0,86,569,3211
2023/12/2,22:00,3074,0,2342,72,0,37,0,0,4,0,51,568,3074
2023/12/2,23:00,2913,0,2264,70,0,37,0,0,3,0,13,526,2913
2023/12/3,0:00,2729,0,2091,69,0,37,0,0,3,0,18,511,2729
2023/12/3,1:00,2618,0,2015,67,0,37,0,0,2,0,0,497,2618
2023/12/3,2:00,2596,0,2035,64,0,37,0,0,2,0,0,458,2596
2023/12/3,3:00,2607,0,2039,73,0,37,0,0,2,0,8,448,2607
2023/12/3,4:00,2621,0,2038,82,0,37,0,0,2,0,5,457,2621
2023/12/3,5:00,2670,0,2072,88,0,37,0,0,3,0,0,470,2670
2023/12/3,6:00,2816,0,2186,90,0,37,1,0,5,0,19,478,2816
2023/12/3,7:00,2978,0,2153,83,0,36,144,0,5,0,32,525,2978
2023/12/3,8:00,3088,0,1959,75,0,36,487,0,5,0,0,526,3088
2023/12/3,9:00,3101,0,1796,68,0,36,796,0,5,0,-20,420,3101
2023/12/3,10:00,3019,0,1642,65,0,36,1024,0,5,0,-230,477,3019
2023/12/3,11:00,2959,0,1621,64,0,36,1132,0,5,0,-489,590,2959
2023/12/3,12:00,2909,0,1696,65,0,36,1079,0,5,0,-484,512,2909
2023/12/3,13:00,2847,0,1661,66,0,36,905,0,5,0,-366,540,2847
2023/12/3,14:00,2845,0,1805,68,0,36,594,0,5,0,-198,535,2845
2023/12/3,15:00,2895,0,2055,73,0,36,230,0,7,0,-3,497,2895
2023/12/3,16:00,3066,0,2370,87,0,36,12,0,10,0,12,539,3066
2023/12/3,17:00,3313,0,2589,106,0,36,0,0,12,0,62,508,3313
2023/12/3,18:00,3382,0,2648,103,0,36,0,0,13,0,121,461,3382
2023/12/3,19:00,3375,0,2645,96,0,36,0,0,13,0,95,490,3375
2023/12/3,20:00,3318,0,2618,86,0,36,0,0,16,0,46,516,3318
2023/12/3,21:00,3195,0,2514,76,0,36,0,0,17,0,16,536,3195
2023/12/3,22:00,3002,0,2270,69,0,36,0,0,18,0,0,609,3002
2023/12/3,23:00,2819,0,2185,67,0,36,0,0,16,0,-35,550,2819
2023/12/4,0:00,2620,0,2069,66,0,36,0,0,15,0,-185,619,2620
2023/12/4,1:00,2539,0,1977,66,0,36,0,0,15,0,-169,614,2539
2023/12/4,2:00,2537,0,2006,64,0,36,0,0,13,0,-141,559,2537
2023/12/4,3:00,2577,0,1978,65,0,37,0,0,12,0,-67,552,2577
2023/12/4,4:00,2653,0,2017,86,0,37,0,0,12,0,-37,538,2653
2023/12/4,5:00,2845,0,2185,86,0,36,0,0,11,0,0,527,2845
2023/12/4,6:00,3233,0,2552,107,0,36,1,0,10,0,66,461,3233
2023/12/4,7:00,3521,0,2601,103,0,36,149,0,8,0,95,529,3521
2023/12/4,8:00,3724,0,2473,97,0,36,517,0,7,0,6,588,3724
2023/12/4,9:00,3812,0,2261,87,0,36,850,0,5,0,-45,618,3812
2023/12/4,10:00,3735,0,2098,66,0,36,1067,0,5,0,-191,654,3735
2023/12/4,11:00,3652,0,2128,64,0,36,1145,0,4,0,-350,625,3652
2023/12/4,12:00,3487,0,2085,63,0,36,1094,0,3,0,-410,616,3487
2023/12/4,13:00,3572,0,2304,62,0,36,914,0,3,0,-365,618,3572
2023/12/4,14:00,3586,0,2474,84,0,36,608,0,3,0,-239,620,3586
2023/12/4,15:00,3618,0,2669,112,0,36,246,0,3,0,6,546,3618
2023/12/4,16:00,3754,0,2928,140,0,36,13,0,3,0,159,475,3754
2023/12/4,17:00,3862,0,2981,147,0,36,0,0,3,0,199,496,3862
2023/12/4,18:00,3852,0,2970,144,0,36,0,0,3,0,180,519,3852
2023/12/4,19:00,3780,0,2907,134,0,36,0,0,3,0,121,579,3780
2023/12/4,20:00,3670,0,2883,120,0,36,0,0,3,0,45,583,3670
2023/12/4,21:00,3507,0,2774,106,0,36,0,0,2,0,2,587,3507
2023/12/4,22:00,3342,0,2710,105,0,36,0,0,3,0,0,488,3342
2023/12/4,23:00,3116,0,2456,87,0,36,0,0,2,0,0,535,3116
2023/12/5,0:00,2879,0,2235,88,0,36,0,0,2,0,-47,565,2879
2023/12/5,1:00,2763,0,2150,75,0,36,0,0,2,0,-93,593,2763
2023/12/5,2:00,2747,0,2156,71,0,36,0,0,2,0,-93,575,2747
2023/12/5,3:00,2757,0,2188,71,0,36,0,0,1,0,-98,559,2757
2023/12/5,4:00,2801,0,2228,82,0,36,0,0,2,0,-98,551,2801
2023/12/5,5:00,2962,0,2360,86,0,36,0,0,2,0,-58,536,2962
2023/12/5,6:00,3331,0,2730,93,0,36,8,0,2,0,-7,469,3331
2023/12/5,7:00,3726,0,2913,96,0,36,122,0,3,0,33,523,3726
2023/12/5,8:00,4177,0,3133,98,0,36,296,0,3,0,147,464,4177
2023/12/5,9:00,4335,0,3247,97,0,36,292,0,3,0,231,429,4335
2023/12/5,10:00,4206,0,3254,74,0,36,273,0,2,0,119,448,4206
2023/12/5,11:00,4234,0,3281,73,0,36,321,0,2,0,96,425,4234
2023/12/5,12:00,4056,0,3099,72,0,36,304,0,2,0,19,524,4056
2023/12/5,13:00,4066,0,3274,73,0,36,167,0,1,0,85,430,4066
2023/12/5,14:00,4077,0,3295,83,0,36,93,0,2,0,129,439,4077
2023/12/5,15:00,4071,0,3305,98,0,36,34,0,2,0,121,475,4071
2023/12/5,16:00,4170,0,3353,125,0,36,1,0,2,0,169,484,4170
2023/12/5,17:00,4151,0,3355,137,0,37,0,0,2,0,129,491,4151
2023/12/5,18:00,4082,0,3335,137,0,37,0,0,2,0,87,484,4082
2023/12/5,19:00,3957,0,3249,129,0,37,0,0,2,0,26,514,3957
2023/12/5,20:00,3812,0,3086,116,0,37,0,0,2,0,3,568,3812
2023/12/5,21:00,3592,0,2886,101,0,37,0,0,2,0,0,566,3592
2023/12/5,22:00,3356,0,2697,98,0,37,0,0,3,0,0,521,3356
2023/12/5,23:00,3102,0,2519,76,0,36,0,0,2,0,0,469,3102
2023/12/6,0:00,2824,0,2336,72,0,36,0,0,2,0,-77,455,2824
2023/12/6,1:00,2692,0,2253,70,0,36,0,0,2,0,-121,452,2692
2023/12/6,2:00,2662,0,2244,70,0,36,0,0,2,0,-103,413,2662
2023/12/6,3:00,2671,0,2256,71,0,36,0,0,2,0,-87,393,2671
2023/12/6,4:00,2712,0,2235,73,0,36,0,0,2,0,-41,407,2712
2023/12/6,5:00,2850,0,2361,95,0,36,0,0,2,0,0,356,2850
2023/12/6,6:00,3170,0,2670,121,0,36,1,0,3,0,1,338,3170
2023/12/6,7:00,3458,0,2859,105,0,36,54,0,5,0,20,379,3458
2023/12/6,8:00,3692,0,2849,104,0,36,280,0,5,0,0,418,3692
2023/12/6,9:00,3729,0,2621,90,0,35,620,0,4,0,0,359,3729
2023/12/6,10:00,3651,0,2272,70,0,35,933,0,3,0,-89,427,3651
2023/12/6,11:00,3579,0,2195,69,0,35,1043,0,3,0,-235,469,3579
2023/12/6,12:00,3413,0,2065,69,0,35,1002,0,2,0,-265,505,3413
2023/12/6,13:00,3470,0,2066,68,0,35,852,0,2,0,-125,572,3470
2023/12/6,14:00,3481,0,2218,68,0,35,592,0,1,0,-7,574,3481
2023/12/6,15:00,3512,0,2583,106,0,35,235,0,1,0,3,549,3512
2023/12/6,16:00,3602,0,2782,137,0,36,10,0,1,0,205,431,3602
2023/12/6,17:00,3676,0,2840,148,0,36,0,0,1,0,265,386,3676
2023/12/6,18:00,3656,0,2804,149,0,36,0,0,1,0,270,396,3656
2023/12/6,19:00,3581,0,2716,120,0,36,0,0,1,0,254,454,3581
2023/12/6,20:00,3475,0,2636,110,0,36,0,0,1,0,167,525,3475
2023/12/6,21:00,3306,0,2589,100,0,36,0,0,3,0,41,537,3306
2023/12/6,22:00,3126,0,2439,96,0,36,0,0,4,0,0,551,3126
2023/12/6,23:00,2921,0,2271,68,0,36,0,0,5,0,0,541,2921
2023/12/7,0:00,2685,0,2047,68,0,36,0,0,5,0,0,529,2685
2023/12/7,1:00,2582,0,1944,69,0,36,0,0,4,0,0,529,2582
2023/12/7,2:00,2569,0,1946,67,0,36,0,0,6,0,0,514,2569
2023/12/7,3:00,2593,0,1988,66,0,36,0,0,8,0,0,495,2593
2023/12/7,4:00,2642,0,2024,73,0,36,0,0,9,0,0,500,2642
2023/12/7,5:00,2783,0,2137,83,0,36,0,0,10,0,0,517,2783
2023/12/7,6:00,3095,0,2434,107,0,36,10,0,11,0,3,494,3095
2023/12/7,7:00,3403,0,2532,102,0,36,189,0,11,0,5,528,3403
2023/12/7,8:00,3573,0,2323,95,0,35,516,0,10,0,0,594,3573
2023/12/7,9:00,3649,0,2100,89,0,35,846,0,9,0,2,568,3649
2023/12/7,10:00,3545,0,1916,74,0,35,1040,0,8,0,-46,518,3545
2023/12/7,11:00,3451,0,1920,70,0,35,1097,0,8,0,-94,415,3451
2023/12/7,12:00,3333,0,1909,70,0,35,1033,0,10,0,-140,416,3333
2023/12/7,13:00,3405,0,2001,69,0,35,817,0,15,0,-53,521,3405
2023/12/7,14:00,3405,0,2237,72,0,35,502,0,19,0,4,536,3405
2023/12/7,15:00,3371,0,2505,123,0,36,153,0,20,0,74,460,3371
2023/12/7,16:00,3530,0,2657,136,0,36,4,0,22,0,196,479,3530
2023/12/7,17:00,3621,0,2738,149,0,36,0,0,23,0,256,419,3621
2023/12/7,18:00,3619,0,2795,150,0,38,0,0,22,0,135,479,3619
2023/12/7,19:00,3550,0,2774,130,0,38,0,0,23,0,85,500,3550
2023/12/7,20:00,3454,0,2693,117,0,39,0,0,22,0,48,535,3454
2023/12/7,21:00,3298,0,2591,106,0,39,0,0,20,0,0,542,3298
2023/12/7,22:00,3125,0,2481,95,0,39,0,0,19,0,0,491,3125
2023/12/7,23:00,2934,0,2289,75,0,39,0,0,18,0,0,513,2934
2023/12/8,0:00,2725,0,2072,69,0,41,0,0,18,0,0,525,2725
2023/12/8,1:00,2621,0,1981,70,0,41,0,0,16,0,0,513,2621
2023/12/8,2:00,2618,0,2006,70,0,41,0,0,16,0,0,485,2618
2023/12/8,3:00,2644,0,2044,67,0,41,0,0,15,0,0,477,2644
2023/12/8,4:00,2703,0,2082,74,0,41,0,0,14,0,0,492,2703
2023/12/8,5:00,2862,0,2219,86,0,41,0,0,13,0,0,503,2862
2023/12/8,6:00,3195,0,2563,113,0,40,0,0,12,0,45,422,3195
2023/12/8,7:00,3421,0,2632,109,0,40,126,0,11,0,78,425,3421
2023/12/8,8:00,3608,0,2452,105,0,40,487,0,9,0,9,506,3608
2023/12/8,9:00,3667,0,2159,94,0,40,819,0,7,0,-25,573,3667
2023/12/8,10:00,3573,0,1893,76,0,40,1041,0,6,0,-67,584,3573
2023/12/8,11:00,3494,0,1819,71,0,40,1121,0,6,0,-128,565,3494
2023/12/8,12:00,3338,0,1828,72,0,40,1077,0,5,0,-235,551,3338
2023/12/8,13:00,3411,0,1893,71,0,40,905,0,4,0,-92,590,3411
2023/12/8,14:00,3425,0,2102,74,0,40,608,0,4,0,-28,625,3425
2023/12/8,15:00,3424,0,2430,118,0,40,245,0,2,0,0,589,3424
2023/12/8,16:00,3497,0,2734,145,0,40,12,0,2,0,76,488,3497
2023/12/8,17:00,3560,0,2702,151,0,40,0,0,2,0,158,507,3560
2023/12/8,18:00,3534,0,2737,153,0,40,0,0,3,0,115,486,3534
2023/12/8,19:00,3454,0,2715,135,0,40,0,0,4,0,42,518,3454
2023/12/8,20:00,3357,0,2663,130,0,41,0,0,4,0,0,519,3357
2023/12/8,21:00,3204,0,2520,104,0,41,0,0,5,0,0,534,3204
2023/12/8,22:00,3057,0,2414,96,0,40,0,0,6,0,0,501,3057
2023/12/8,23:00,2884,0,2272,75,0,38,0,0,6,0,0,493,2884
2023/12/9,0:00,2682,0,2073,72,0,38,0,0,6,0,0,493,2682
2023/12/9,1:00,2577,0,1990,70,0,38,0,0,6,0,0,473,2577
2023/12/9,2:00,2556,0,1994,61,0,38,0,0,6,0,0,457,2556
2023/12/9,3:00,2565,0,2008,64,0,38,0,0,6,0,0,449,2565
2023/12/9,4:00,2592,0,2021,66,0,38,0,0,5,0,0,462,2592
2023/12/9,5:00,2647,0,2049,66,0,38,0,0,4,0,0,490,2647
2023/12/9,6:00,2798,0,2153,73,0,38,0,0,4,0,8,522,2798
2023/12/9,7:00,2948,0,2137,80,0,38,124,0,3,0,6,560,2948
2023/12/9,8:00,3075,0,1914,90,0,37,486,0,4,0,-3,547,3075
2023/12/9,9:00,3078,0,1654,79,0,37,826,0,4,0,-109,587,3078
2023/12/9,10:00,3012,0,1540,68,0,37,1047,0,3,0,-185,502,3012
2023/12/9,11:00,2952,0,1542,60,0,37,1128,0,4,0,-238,419,2952
2023/12/9,12:00,2880,0,1550,62,0,37,1081,0,4,0,-271,417,2880
2023/12/9,13:00,2865,0,1601,62,0,37,908,0,5,0,-221,473,2865
2023/12/9,14:00,2866,0,1691,67,0,37,612,0,5,0,-66,520,2866
2023/12/9,15:00,2890,0,1969,79,0,38,244,0,7,0,0,553,2890
2023/12/9,16:00,2972,0,2170,96,0,38,11,0,8,0,36,613,2972
2023/12/9,17:00,3120,0,2172,108,0,38,0,0,10,0,178,614,3120
2023/12/9,18:00,3152,0,2223,104,0,38,0,0,10,0,144,633,3152
2023/12/9,19:00,3124,0,2247,92,0,38,0,0,10,0,84,653,3124
2023/12/9,20:00,3062,0,2246,82,0,39,0,0,11,0,33,651,3062
2023/12/9,21:00,2941,0,2157,80,0,39,0,0,11,0,1,653,2941
2023/12/9,22:00,2801,0,2057,74,0,39,0,0,10,0,0,621,2801
2023/12/9,23:00,2670,0,1957,64,0,39,0,0,9,0,0,601,2670
2023/12/10,0:00,2494,0,1754,68,0,39,0,0,9,0,0,624,2494
2023/12/10,1:00,2404,0,1729,69,0,39,0,0,9,0,0,558,2404
2023/12/10,2:00,2390,0,1719,58,0,39,0,0,9,0,0,565,2390
2023/12/10,3:00,2418,0,1759,57,0,39,0,0,9,0,0,554,2418
2023/12/10,4:00,2446,0,1778,66,0,39,0,0,8,0,0,555,2446
2023/12/10,5:00,2491,0,1804,77,0,39,0,0,8,0,0,563,2491
2023/12/10,6:00,2593,0,1879,80,0,38,0,0,7,0,0,589,2593
2023/12/10,7:00,2720,0,1900,69,0,38,120,0,6,0,0,587,2720
2023/12/10,8:00,2827,0,1714,78,0,38,480,0,6,0,-102,613,2827
2023/12/10,9:00,2841,0,1617,74,0,38,821,0,5,0,-296,582,2841
2023/12/10,10:00,2788,0,1509,68,0,38,1036,0,5,0,-417,549,2788
2023/12/10,11:00,2743,0,1462,63,0,38,1115,0,5,0,-464,524,2743
2023/12/10,12:00,2718,0,1467,62,0,38,1069,0,6,0,-456,532,2718
2023/12/10,13:00,2689,0,1477,61,0,38,898,0,6,0,-374,583,2689
2023/12/10,14:00,2686,0,1556,63,0,38,606,0,6,0,-153,570,2686
2023/12/10,15:00,2705,0,1727,67,0,38,247,0,6,0,-6,626,2705
2023/12/10,16:00,2813,0,2024,103,0,38,13,0,7,0,46,582,2813
2023/12/10,17:00,3023,0,2203,114,0,38,0,0,9,0,100,559,3023
2023/12/10,18:00,3095,0,2262,108,0,38,0,0,10,0,114,563,3095
2023/12/10,19:00,3086,0,2267,106,0,38,0,0,11,0,71,593,3086
2023/12/10,20:00,3034,0,2260,91,0,38,0,0,11,0,24,610,3034
2023/12/10,21:00,2913,0,2150,85,0,38,0,0,12,0,0,628,2913
2023/12/10,22:00,2747,0,2015,72,0,39,0,0,13,0,0,608,2747
2023/12/10,23:00,2607,0,1895,67,0,39,0,0,13,0,-4,597,2607
2023/12/11,0:00,2433,0,1779,74,0,38,0,0,11,0,-118,649,2433
2023/12/11,1:00,2355,0,1729,75,0,38,0,0,12,0,-148,649,2355
2023/12/11,2:00,2358,0,1718,71,0,38,0,0,12,0,-116,635,2358
2023/12/11,3:00,2396,0,1732,71,0,38,0,0,12,0,-80,623,2396
2023/12/11,4:00,2459,0,1814,83,0,38,0,0,12,0,-95,607,2459
2023/12/11,5:00,2587,0,1951,83,0,38,0,0,12,0,-92,595,2587
2023/12/11,6:00,2884,0,2197,77,0,38,0,0,12,0,-4,564,2884
2023/12/11,7:00,3209,0,2460,97,0,38,55,0,10,0,0,549,3209
2023/12/11,8:00,3506,0,2654,120,0,37,162,0,8,0,0,525,3506
2023/12/11,9:00,3581,0,2622,104,0,37,304,0,7,0,0,507,3581
2023/12/11,10:00,3538,0,2421,86,0,37,470,0,7,0,0,517,3538
2023/12/11,11:00,3663,0,2365,75,0,37,575,0,6,0,0,605,3663
2023/12/11,12:00,3540,0,2271,79,0,37,475,0,6,0,0,672,3540
2023/12/11,13:00,3534,0,2447,77,0,37,343,0,6,0,0,624,3534
2023/12/11,14:00,3579,0,2680,76,0,37,210,0,5,0,0,571,3579
2023/12/11,15:00,3587,0,2833,75,0,38,77,0,5,0,5,554,3587
2023/12/11,16:00,3681,0,2936,112,0,38,2,0,6,0,61,526,3681
2023/12/11,17:00,3681,0,2924,124,0,38,0,0,7,0,52,536,3681
2023/12/11,18:00,3617,0,2909,122,0,38,0,0,8,0,17,523,3617
2023/12/11,19:00,3498,0,2762,105,0,38,0,0,9,0,7,577,3498
2023/12/11,20:00,3362,0,2657,96,0,38,0,0,9,0,0,562,3362
2023/12/11,21:00,3180,0,2506,88,0,38,0,0,8,0,0,540,3180
2023/12/11,22:00,3004,0,2370,69,0,38,0,0,9,0,0,518,3004
2023/12/11,23:00,2815,0,2191,67,0,38,0,0,8,0,0,511,2815
2023/12/12,0:00,2610,0,1990,77,0,39,0,0,8,0,0,496,2610
2023/12/12,1:00,2505,0,1869,76,0,39,0,0,7,0,0,514,2505
2023/12/12,2:00,2504,0,1890,69,0,39,0,0,6,0,0,500,2504
2023/12/12,3:00,2531,0,1929,71,0,39,0,0,7,0,0,485,2531
2023/12/12,4:00,2574,0,1943,81,0,39,0,0,8,0,0,503,2574
